A_1,A_2,A_3,A_4,A_5,A_6,A_7
2.0584,4.5001,4.3435,4.4335,3.849,4.077,A
2.0779,4.563,4.3445,4.3994,3.7983,4.0694,A
2.0793,4.5812,4.3566,4.3973,3.7668,4.0698,A
2.0442,4.589,4.3393,4.4276,3.7636,4.0803,A
1.9843,4.5925,4.3328,4.4319,3.7465,4.0485,A
1.9671,4.5885,4.3278,4.3779,3.7456,4.0537,A
1.9748,4.5769,4.292,4.3682,3.721,4.0611,A
1.9464,4.584,4.3028,4.334,3.7132,4.0302,A
1.915,4.5703,4.2739,4.3425,3.7136,3.9635,A
1.9093,4.5621,4.1843,4.3386,3.6994,3.8967,A
1.901,4.5731,4.1675,4.3509,3.6755,3.8282,A
1.9153,4.5532,4.173,4.3331,3.7138,3.6351,A
1.894,4.5233,4.1364,4.3091,3.7348,3.5903,A
1.8595,4.5421,4.1467,4.322,3.7436,3.5975,A
1.9588,4.5261,4.1342,4.3485,3.7518,3.5881,A
1.9867,4.4818,4.0582,4.3899,3.752,3.5717,A
1.9451,4.4491,4.0373,4.4281,3.7584,3.6643,A
1.9086,4.3929,4.0141,4.3468,3.7729,3.7051,A
1.8746,4.3299,4.0275,4.3352,3.853,3.594,A
1.8494,4.2637,4.0491,4.3024,3.911,3.5973,A
1.8865,4.2653,4.0467,4.3063,3.9002,3.6135,A
1.9272,4.2146,4.0817,4.3084,3.9259,3.6749,A
1.9566,4.1188,4.1143,4.2996,3.955,3.6513,A
1.934,4.088,4.113,4.2743,3.9346,3.6423,A
1.9181,4.1016,4.1235,4.2433,3.9299,3.6792,A
1.9479,4.1274,4.1186,4.136,3.9501,3.6889,A
1.9603,4.1462,4.1298,4.0776,3.9904,3.737,A
1.9779,4.0947,4.1111,4.1111,3.9766,3.7899,A
1.9986,4.0978,4.114,4.1801,3.9193,3.703,A
1.9936,4.0911,4.0641,4.223,3.9609,3.6481,A
1.9923,4.0888,4.102,4.2533,3.9768,3.6256,A
1.9934,4.0804,4.0754,4.3393,4.0145,3.6254,A
2.0122,4.0983,4.0514,4.4451,4.0784,3.6335,A
2.0031,3.9625,4.0499,4.4647,4.051,3.6374,A
2.0245,3.918,4.0372,4.5657,4.1155,3.6383,A
2.0528,3.8668,4.1554,4.569,4.1172,3.6301,A
2.0599,3.8761,4.1938,4.5748,4.1966,3.61,A
2.0528,3.8736,4.2739,4.5878,4.1916,3.6035,A
2.0516,3.8834,4.2317,4.5932,4.1868,3.5987,A
2.0023,3.8775,4.2264,4.6044,4.2086,3.6153,A
2.0819,3.8903,4.224,4.6408,4.2189,3.613,A
2.1324,3.8994,4.2416,4.7019,4.2081,3.6303,A
2.1114,3.8686,4.251,4.7243,4.1921,3.6732,A
2.1312,3.8308,4.1914,4.7542,4.1792,3.6705,A
2.1141,3.8312,4.1722,4.7404,4.2568,3.6644,A
2.0998,3.8435,4.1605,4.7306,4.323,3.6655,A
2.0201,3.9153,4.1229,4.741,4.373,3.7275,A
1.9825,3.9274,4.1243,4.7022,4.3769,3.7882,A
2.0019,3.9689,4.172,4.6601,4.3809,3.6832,A
2.0118,3.9763,4.1653,4.6798,4.4207,3.617,A
2.0211,3.9837,4.1813,4.6852,4.387,3.6421,A
2.0179,3.9898,4.2239,4.6922,4.4037,3.6844,A
1.9937,3.9709,4.1926,4.7374,4.4056,3.6712,A
2.0965,3.9773,4.1961,4.7646,4.4247,3.6457,A
2.1058,3.9303,4.2334,4.7722,4.427,3.7186,A
2.1545,3.9255,4.2814,4.7755,4.4312,3.727,A
2.1719,3.8448,4.2964,4.7798,4.4549,3.7448,A
2.1657,3.864,4.3812,4.7838,4.4445,3.7461,A
2.1546,3.8493,4.4064,4.7841,4.4277,3.7643,A
2.1494,3.8388,4.4575,4.7745,4.4369,3.7176,A
2.1341,3.8281,4.4747,4.7438,4.4789,3.728,A
2.137,3.8317,4.475,4.7655,4.4691,3.7475,A
2.1393,3.8091,4.492,4.7559,4.4585,3.8858,A
2.1596,3.9637,4.5231,4.7445,4.432,3.917,A
2.1354,3.9421,4.5003,4.7376,4.3898,4.0178,A
2.2108,4.0199,4.5949,4.7559,4.3851,4.0659,A
2.2643,4.1295,4.7361,4.6854,4.3697,4.1003,A
2.2375,4.2587,4.6804,4.7421,4.3708,4.1391,A
2.2341,4.3842,4.6514,4.7909,4.3191,4.2269,A
2.2441,4.5102,4.6054,4.9034,4.3126,4.274,A
2.2766,4.5534,4.6048,5.0738,4.3199,4.2678,A
2.3272,4.6028,4.5843,5.0885,4.3407,4.2708,A
2.2649,4.636,4.6209,5.1115,4.3326,4.2728,A
2.2107,4.6374,4.6293,5.11,4.3376,4.2755,A
2.2036,4.6471,4.6438,5.1044,4.3445,4.2604,A
2.176,4.6398,4.6722,5.1034,4.3182,4.2461,A
2.1749,4.6478,4.6704,5.1157,4.2265,4.2476,A
2.1623,4.6627,4.7092,5.1206,4.1951,4.2484,A
2.1666,4.6209,4.7407,5.0856,4.1507,4.2199,A
2.1591,4.6166,4.7465,5.0785,4.2427,4.184,A
2.1464,4.5934,4.711,5.0628,4.2516,4.1866,A
2.1483,4.5792,4.722,5.063,4.2305,4.1799,A
2.1744,4.5838,4.6821,5.1369,4.2327,4.1661,A
2.1951,4.605,4.6322,5.1852,4.1796,4.1354,A
2.2076,4.6076,4.689,5.217,4.2057,4.1362,A
2.0779,4.6418,4.7019,5.2775,4.1434,4.1111,A
2.0462,4.6532,4.6656,5.2801,4.1409,4.0561,A
2.005,4.6509,4.6359,5.2876,4.1458,4.0386,A
1.9585,4.7066,4.6294,5.2937,4.1113,4.0084,A
1.9965,4.7504,4.5766,5.2915,4.1441,4.0127,A
2.0355,4.7625,4.5561,5.3085,4.1726,3.964,A
2.0273,4.8672,4.5,5.3058,4.1402,3.9698,A
2.0541,4.8855,4.4755,5.3119,4.1108,3.9544,A
2.0916,4.8875,4.4687,5.3308,4.1059,3.9334,A
2.093,4.8977,4.4366,5.3301,4.1088,3.8113,A
2.0817,4.8336,4.3715,5.3046,4.0773,3.7987,A
2.1061,4.8386,4.3823,5.2793,4.0698,3.6649,A
2.0095,4.8325,4.2977,5.2776,4.0535,3.5905,A
1.8951,4.7891,4.0869,5.278,4.007,3.511,A
1.9117,4.7381,4.0982,5.2343,4.01,3.4292,A
1.9301,4.7222,4.1023,5.1908,3.9958,3.3411,A
1.9172,4.6139,4.1063,5.0988,4.0424,3.2587,A
1.8731,4.5922,4.1288,4.9749,4.0693,3.2561,A
1.7964,4.5396,4.1825,4.9631,4.0282,3.3116,A
1.7813,4.5049,4.1223,4.9458,4.0164,3.361,A
1.7725,4.5375,4.0919,4.9596,4.0183,3.4048,A
1.764,4.5885,4.0531,4.9967,4.0061,3.5495,A
1.774,4.6164,3.9963,5.0025,4.0777,3.6269,A
1.838,4.7393,3.9957,5.0556,4.0992,3.6364,A
1.82,4.7999,3.9772,5.0734,4.2439,3.6332,A
1.7947,4.8057,3.9303,5.0874,4.2839,3.6557,A
1.8255,4.8693,3.9334,5.1777,4.3392,3.6688,A
1.8925,4.8941,3.934,5.2068,4.3594,3.6704,A
1.8817,4.8968,3.9078,5.2544,4.3637,3.7213,A
1.8515,4.8927,3.9202,5.2243,4.3606,3.7552,A
1.8409,4.8977,3.9282,5.2386,4.3554,3.7693,A
1.7976,4.917,3.8328,5.1924,4.3922,3.8241,A
1.8288,4.9513,3.755,5.1936,4.5282,3.8304,A
1.8498,5.0019,3.7676,5.2693,4.578,3.834,A
1.8353,5.0205,3.7803,5.2955,4.6018,3.8441,A
1.8597,5,3.7919,5.4276,4.6291,3.837,A
1.8038,4.9896,3.7602,5.5128,4.6517,3.8593,A
1.7495,5.0322,3.7873,5.5054,4.6672,3.8781,A
1.7431,4.9665,3.806,5.5247,4.6678,3.8582,A
1.7306,4.9626,3.8565,5.538,4.6446,3.8711,A
1.7562,4.9569,3.8785,5.4955,4.644,3.8936,A
1.8272,4.9561,3.853,5.4991,4.6443,3.8897,A
1.8233,4.9594,3.8435,5.5175,4.6548,3.9006,A
1.929,4.9564,3.8645,5.5269,4.6665,3.952,A
1.9554,4.9417,3.8248,5.5231,4.6909,3.9719,A
2.0284,4.9359,3.7835,5.5377,4.7408,3.9842,A
2.0791,4.9169,3.7449,5.5763,4.7357,3.996,A
2.0926,4.8995,3.7054,5.6235,4.8174,3.9476,A
2.0908,4.903,3.6705,5.6332,4.8811,3.9306,A
2.1125,4.9489,3.6317,5.6363,4.8742,3.9277,A
2.1175,5.014,3.5959,5.6997,4.905,3.9426,A
2.1534,5.0339,3.6726,5.6964,4.9105,3.9473,A
2.1864,5.0731,3.6842,5.6845,4.9364,3.9317,A
2.2092,5.046,3.7174,5.7145,4.9428,3.8513,A
2.2398,5.0636,3.8566,5.7197,4.995,3.8783,A
2.261,4.975,4.0435,5.6912,5.0262,3.9139,A
2.2791,4.8967,4.0408,5.6958,4.9469,4.0447,A
2.2779,4.937,4.1734,5.7001,4.93,4.1846,A
2.2732,5.0071,4.2218,5.693,4.8542,4.2625,A
2.2578,5.0565,4.3318,5.7104,4.8311,4.2835,A
2.3316,5.1547,4.3928,5.683,4.8468,4.2853,A
2.3318,5.2233,4.4636,5.6631,4.9311,4.3249,A
2.3315,5.3197,4.5292,5.6623,4.9483,4.3803,A
2.3555,5.3291,4.5365,5.6741,4.974,4.3465,A
2.3307,5.3326,4.5577,5.6737,4.9626,4.3473,A
2.3424,5.2976,4.5586,5.6851,4.9264,4.3832,A
2.3883,5.2766,4.5609,5.6785,4.9212,4.3918,A
2.3798,5.2765,4.5741,5.5944,4.9032,4.4234,A
2.3844,5.3108,4.595,5.5496,4.8705,4.4295,A
2.388,5.31,4.5972,5.5589,4.8659,4.4427,A
2.4037,5.3132,4.6462,5.5545,4.9144,4.4538,A
2.4058,5.3411,4.6801,5.5431,4.9526,4.4575,A
2.3685,5.4621,4.6788,5.5473,4.9426,4.4571,A
2.3287,5.497,4.6779,5.5447,4.9485,4.4656,A
2.355,5.5132,4.6796,5.5226,4.9406,4.4751,A
2.2662,5.5315,4.6663,5.5049,4.9406,4.5088,A
2.2522,5.54,4.6736,5.4998,4.9429,4.5009,A
2.2299,5.5375,4.6689,5.4852,4.911,4.6527,A
2.165,5.5444,4.6681,5.452,4.921,4.7893,A
2.146,5.5284,4.6666,5.4655,4.8487,4.794,A
2.1792,5.5654,4.6936,5.4937,4.81,4.788,A
2.1603,5.5584,4.7359,5.4616,4.8195,4.8005,A
2.2036,5.5217,4.7222,5.3954,4.7995,4.7888,A
2.2205,5.5447,4.701,5.3957,4.7985,4.7757,A
2.2422,5.5438,4.7039,5.3762,4.7661,4.8431,A
2.2549,5.5489,4.6923,5.3051,4.7585,4.879,A
2.3294,5.5265,4.6347,5.3214,4.6508,4.8802,A
2.3111,5.5373,4.5543,5.4447,4.5835,4.8949,A
2.3016,5.5424,4.5292,5.4985,4.5943,4.8641,A
2.3052,5.5396,4.4748,5.5477,4.5984,4.8106,A
2.2984,5.57,4.4338,5.5513,4.5927,4.7819,A
2.2705,5.6054,4.3573,5.5076,4.6405,4.7894,A
2.1908,5.5911,4.3952,5.5074,4.6274,4.7685,A
2.1902,5.575,4.4152,5.5188,4.5052,4.732,A
2.2008,5.4959,4.4079,5.4746,4.5311,4.6855,A
2.2284,5.4865,4.4515,5.4655,4.447,4.6919,A
2.2329,5.4459,4.43,5.4061,4.3418,4.689,A
2.2024,5.4393,4.4161,5.3363,4.3504,4.6841,A
2.1931,5.4408,4.4169,5.3244,4.331,4.6832,A
2.2237,5.4278,4.3819,5.3222,4.3622,4.6615,A
2.2501,5.3688,4.3726,5.2987,4.3865,4.6681,A
2.2917,5.3277,4.3995,5.2838,4.3455,4.6656,A
2.2928,5.3116,4.3308,5.2659,4.2499,4.7042,A
2.2842,5.282,4.291,5.2865,4.195,4.7228,A
2.27,5.1475,4.3357,5.3102,4.206,4.7176,A
2.2629,5.1278,4.3356,5.31,4.2207,4.7255,A
2.2229,5.1357,4.3442,5.3183,4.2354,4.7076,A
2.2359,5.1351,4.3408,5.3282,4.2556,4.6602,A
2.2466,5.1471,4.3916,5.3385,4.2827,4.6605,A
2.2186,5.1645,4.4145,5.3551,4.3841,4.5205,A
2.2278,5.1726,4.4607,5.354,4.4344,4.3278,A
2.2191,5.177,4.4758,5.3038,4.4387,4.3028,A
2.2303,5.1217,4.4406,5.2735,4.3685,4.3094,A
2.2477,5.0924,4.3835,5.2696,4.3436,4.2901,A
2.2123,5.1136,4.3943,5.2406,4.3549,4.2917,A
2.1788,5.0758,4.3993,5.2249,4.3945,4.3202,A
2.1456,5.0186,4.3837,5.2273,4.3918,4.2052,A
2.1279,5.0038,4.385,5.2181,4.4166,4.1445,A
2.013,5.0284,4.4184,5.1747,4.4128,4.1104,A
1.9568,5.0085,4.4064,4.9994,4.4347,4.0691,A
1.9435,5.022,4.4077,4.856,4.4146,4.0352,A
1.9435,4.9947,4.3571,4.7428,4.3848,4.0292,A
1.9418,4.8726,4.3499,4.6065,4.4537,4.0061,A
1.9928,4.7488,4.3467,4.6039,4.4634,3.9563,A
1.988,4.6948,4.2542,4.5917,4.4568,3.9679,A
1.9857,4.605,4.1456,4.5769,4.4988,3.9791,A
1.9616,4.5864,4.0782,4.6049,4.5156,4.0206,A
1.9389,4.6027,4.0793,4.5722,4.5122,4.0178,A
1.9811,4.6097,4.0889,4.609,4.4975,4.0341,A
2.0281,4.6316,4.092,4.6014,4.4831,4.0116,A
1.9956,4.6602,4.1016,4.598,4.4734,3.9937,A
1.9517,4.7131,4.0954,4.5556,4.445,3.9994,A
1.8985,4.721,4.0716,4.5153,4.4219,3.948,A
1.8395,4.726,3.986,4.4959,4.4303,3.9209,A
1.8124,4.7273,4.0031,4.4715,4.4341,3.8175,A
1.7942,4.7148,3.9494,4.407,4.4276,3.7875,A
1.8157,4.6959,3.8636,4.3451,4.4274,3.8078,A
1.8256,4.6306,3.8652,4.3329,4.4202,3.8182,A
1.8283,4.6071,3.8883,4.3203,4.4359,3.7937,A
1.8185,4.576,3.9144,4.2884,4.4041,3.822,A
1.8392,4.5254,3.8127,4.2832,4.3536,3.819,A
1.8715,4.4975,3.7953,4.2185,4.2451,3.8492,A
1.8994,4.4798,3.7081,4.3057,4.1746,3.8763,A
1.9113,4.456,3.6532,4.2768,4.1519,3.9028,A
1.9307,4.4605,3.6871,4.2533,4.1851,3.929,A
1.9154,4.4416,3.7355,4.29,4.2151,3.9791,A
1.8967,4.4548,3.7319,4.2921,4.1826,3.9751,A
1.8752,4.4194,3.7146,4.2665,4.182,3.9485,A
1.9007,4.4378,3.7206,4.2669,4.1931,3.929,A
1.884,4.4577,3.7198,4.3406,4.2329,3.911,A
1.8575,4.4101,3.6557,4.3828,4.2677,3.9066,A
1.8741,4.4138,3.6606,4.4448,4.2999,3.8618,A
1.9069,4.3967,3.647,4.4909,4.3565,3.856,A
1.9217,4.3889,3.6349,4.4861,4.3776,3.8269,A
1.9324,4.3182,3.6509,4.5023,4.3208,3.8204,A
1.866,4.2457,3.6278,4.5177,4.2534,3.8216,A
1.8645,4.148,3.6165,4.4936,4.2425,3.7995,A
1.8789,4.1748,3.5933,4.4591,4.1877,3.785,A
1.9594,4.1748,3.5416,4.425,4.0996,3.7752,A
1.9254,4.169,3.5376,4.4276,4.0842,3.7633,A
1.927,4.1728,3.5709,4.4032,4.0786,3.75,A
2.0131,4.1186,3.5756,4.4032,4.0758,3.7337,A
1.9987,4.061,3.6147,4.4414,4.1364,3.7344,A
2.0023,3.9595,3.6488,4.4737,4.1448,3.7476,A
2.0208,3.9472,3.6784,4.5274,4.1402,3.7845,A
2.0984,3.9452,3.8197,4.6092,4.13,3.8242,A
2.1643,3.9338,3.7908,4.6923,4.1255,3.908,A
2.1711,3.9703,3.8168,4.7505,4.1608,3.8762,A
2.161,4.025,3.8215,4.8312,4.1758,3.9105,A
2.1575,4.1197,3.8371,4.8328,4.1598,3.9052,A
2.1823,4.0837,3.8318,4.886,4.1361,3.9101,A
2.1845,4.1069,3.9033,4.8911,4.1669,3.8707,A
2.1634,4.1414,3.891,4.8925,4.2001,3.8802,A
2.147,4.1477,3.9049,4.8968,4.2029,3.819,A
2.2029,4.1185,3.9087,4.8353,4.1862,3.7961,A
2.194,4.1395,3.9211,4.8073,4.2072,3.7626,A
2.1533,4.1282,3.9235,4.7998,4.173,3.7309,A
2.1775,4.1245,3.9426,4.7848,4.1415,3.6816,A
2.2101,4.0448,3.9726,4.7792,4.2184,3.6498,A
2.245,4.0442,3.994,4.7855,4.2419,3.6315,A
2.2066,4.0629,3.9871,4.7918,4.2528,3.6351,A
2.2061,4.0339,3.991,4.7691,4.2793,3.5977,A
2.2094,4.1037,3.985,4.7454,4.3256,3.5613,A
2.2188,4.0921,3.9539,4.6956,4.2894,3.5906,A
2.2254,4.0827,3.9642,4.655,4.2628,3.615,A
2.2186,4.0705,4.008,4.6532,4.3117,3.5867,A
2.2276,4.0564,4.0217,4.6583,4.3202,3.5923,A
2.2868,4.0796,4.0669,4.6436,4.3145,3.6339,A
2.305,4.0752,4.069,4.6373,4.3766,3.643,A
2.3029,4.0644,4.0727,4.6427,4.3851,3.6493,A
2.2577,4.0632,4.0962,4.6813,4.3947,3.5952,A
2.2897,4.0038,4.0127,4.684,4.4317,3.5805,A
2.2841,4.1013,3.9681,4.7336,4.4475,3.5673,A
2.1867,4.1683,3.9699,4.7297,4.5033,3.5719,A
2.1767,4.1875,3.9244,4.6916,4.4877,3.5709,A
2.1747,4.1969,3.9006,4.6589,4.4687,3.5386,A
2.1576,4.2569,3.8531,4.6677,4.4652,3.4994,A
2.1163,4.3076,3.7243,4.6323,4.4793,3.4717,A
2.0876,4.3643,3.7257,4.5678,4.5599,3.3411,A
2.0942,4.3697,3.7189,4.5093,4.57,3.3573,A
2.1177,4.3339,3.7108,4.5164,4.5563,3.254,A
2.1547,4.2847,3.6984,4.5178,4.554,3.2014,A
2.1679,4.2941,3.6993,4.5881,4.5475,3.1901,A
2.1884,4.2356,3.5824,4.6501,4.526,3.1914,A
2.198,4.3382,3.5924,4.6397,4.4854,3.1804,A
2.1986,4.4371,3.5631,4.6407,4.4666,3.2263,A
2.1295,4.4358,3.5568,4.631,4.466,3.2578,A
2.1212,4.4349,3.5411,4.6315,4.5169,3.3074,A
2.1158,4.4247,3.5559,4.6176,4.5333,3.4264,A
2.0977,4.4207,3.4932,4.5982,4.5436,3.4518,A
2.0678,4.4302,3.498,4.6152,4.479,3.4532,A
2.053,4.4208,3.5833,4.6064,4.4686,3.5216,A
2.0511,4.4074,3.5805,4.6271,4.452,3.6282,A
2.123,4.4494,3.5983,4.6448,4.3788,3.6438,A
2.1719,4.4056,3.6543,4.6871,4.3332,3.668,A
2.1715,4.4132,3.6704,4.6904,4.3348,3.6529,A
2.1473,4.4153,3.6552,4.7222,4.3348,3.6124,A
2.1451,4.4378,3.5935,4.7098,4.277,3.641,A
2.1299,4.401,3.5602,4.6898,4.2592,3.6209,A
2.0826,4.3941,3.4872,4.6823,4.248,3.6255,A
2.0607,4.4197,3.5389,4.6948,4.1471,3.652,A
2.04,4.4075,3.617,4.6949,4.1277,3.6535,A
2.0419,4.4202,3.6498,4.653,4.1,3.6719,A
2.0139,4.4245,3.8018,4.6316,4.0956,3.6731,A
2.0273,4.3521,3.8426,4.5474,4.0973,3.6863,A
2.0399,4.3868,3.8425,4.526,4.0081,3.7263,A
2.0581,4.4113,3.8265,4.5414,4.0363,3.7559,A
2.0457,4.4382,3.8565,4.5551,4.0556,3.7646,A
2.1017,4.4056,3.9194,4.512,4.0657,3.7765,A
2.1358,4.367,4.0262,4.4794,4.0406,3.8042,A
2.1089,4.3946,4.0751,4.4826,3.9258,3.8299,A
2.1159,4.3785,4.1088,4.4622,3.9036,3.8295,A
2.1562,4.4298,4.1189,4.3887,3.9917,3.8666,A
2.1377,4.4656,4.1694,4.4337,4.0447,3.8599,A
2.1368,4.4906,4.1582,4.2538,4.2334,3.901,A
2.2012,4.5338,4.1581,4.1695,4.275,3.913,A
2.23,4.4296,4.1708,4.1586,4.2818,4.0099,A
2.2705,4.3302,4.1786,4.1334,4.3586,4.0962,A
2.2859,4.3401,4.2049,4.1541,4.3571,4.0818,A
2.3182,4.3125,4.2437,4.1793,4.3049,4.0688,A
2.3213,4.3367,4.2862,4.2694,4.3399,4.0092,A
2.3047,4.3452,4.2832,4.2914,4.393,4.0345,A
2.3142,4.3385,4.2643,4.3657,4.4065,4.0533,A
2.3032,4.3549,4.2351,4.4687,4.4012,4.0106,A
2.3051,4.3284,4.2351,4.4921,4.4078,3.9283,A
2.2462,4.2798,4.2297,4.4629,4.4525,3.9306,A
2.2044,4.2948,4.2226,4.4411,4.4218,3.9157,A
2.1832,4.2977,4.2191,4.4608,4.4521,3.9133,A
2.1972,4.2904,4.2896,4.4225,4.4378,3.973,A
2.2129,4.262,4.3621,4.4291,4.4758,3.9691,A
2.2167,4.2955,4.3599,4.4217,4.4902,3.9655,A
2.2191,4.2893,4.372,4.4264,4.4879,3.9423,A
2.2229,4.2635,4.3715,4.4174,4.5063,3.9144,A
2.2627,4.2824,4.341,4.5119,4.5415,3.9178,A
2.2859,4.2763,4.2973,4.5201,4.5682,3.9228,A
2.313,4.2597,4.1948,4.5415,4.5507,3.925,A
2.2981,4.2881,4.169,4.5562,4.5451,3.9274,A
2.305,4.2005,4.1789,4.6,4.5401,3.9242,A
2.2928,4.1865,4.2274,4.5867,4.5005,3.9178,A
2.3076,4.2285,4.2304,4.5835,4.5372,3.9121,A
2.2731,4.2397,4.2119,4.6212,4.5575,3.9401,A
2.2097,4.2372,4.1272,4.6228,4.6057,3.9283,A
2.2063,4.1504,4.0803,4.6648,4.6021,3.9306,A
2.1931,4.1771,4.06,4.6674,4.5893,3.9256,A
2.1307,4.1285,4.0777,4.6352,4.5421,3.8948,A
2.1489,4.0585,4.0219,4.6454,4.5166,3.8862,A
2.1279,4.0128,4.0048,4.6967,4.378,3.9338,A
2.0471,3.9641,4.0257,4.7524,4.3408,4.054,A
2.0126,4.0455,4.0075,4.8449,4.3483,3.9835,A
1.9549,4.1734,3.9864,4.8687,4.2723,3.9791,A
1.9602,4.1944,3.9462,4.9004,4.2629,3.9846,A
2.0106,4.1978,3.8939,4.9198,4.2392,4.0125,A
2.0141,4.1752,3.7881,4.8776,4.1884,4.0272,A
2.0091,4.1611,3.7825,4.8793,4.1015,4.0564,A
1.9973,4.1663,3.7762,4.8322,4.0934,4.0762,A
2.0225,4.1993,3.731,4.7692,4.0332,4.094,A
2.0288,4.1944,3.7623,4.7524,4.0496,4.1224,A
2.0267,4.2004,3.7642,4.7449,3.9933,4.2085,A
2.0201,4.2075,3.7297,4.7229,3.9892,4.2613,A
2.0502,4.2045,3.7203,4.6948,3.9202,4.2679,A
2.0899,4.183,3.588,4.6924,3.9057,4.2199,A
2.1015,4.2174,3.4545,4.7088,3.8378,4.202,A
2.1864,4.2486,3.4543,4.7194,3.7965,4.198,A
2.1964,4.3137,3.5409,4.7513,3.8471,4.2065,A
2.1892,4.4219,3.4953,4.7738,3.9247,4.24,A
2.1464,4.4086,3.5177,4.7014,3.9352,4.2599,A
2.1733,4.3954,3.5658,4.7019,3.8949,4.2838,A
2.1893,4.4248,3.6062,4.6989,3.9807,4.2858,A
2.1666,4.4034,3.6885,4.6929,4.0193,4.2831,A
2.1622,4.4018,3.7168,4.6625,4.0206,4.2735,A
2.1656,4.3785,3.6491,4.6673,4.0216,4.2598,A
2.2036,4.3113,3.6088,4.6526,3.96,4.2681,A
2.2187,4.2904,3.5646,4.6443,3.9164,4.2417,A
2.2469,4.3276,3.5743,4.6711,3.9384,4.2185,A
2.2624,4.34,3.6179,4.6388,4.0031,4.2011,A
2.2642,4.3189,3.6459,4.6467,3.9965,4.2224,A
2.2865,4.3089,3.6077,4.6746,4.056,4.2411,A
2.2582,4.3231,3.5991,4.6476,4.0719,4.2447,A
2.242,4.3553,3.687,4.6187,4.1462,4.1919,A
2.2268,4.463,3.7126,4.5396,4.1544,4.1114,A
2.2201,4.4795,3.7059,4.45,4.213,4.0974,A
2.2349,4.4002,3.752,4.5809,4.333,4.0153,A
2.2044,4.3932,3.8129,4.6483,4.4373,4.0095,A
2.151,4.4511,3.8179,4.6532,4.4781,3.9835,A
2.1773,4.5093,3.8583,4.7203,4.4863,3.9645,A
2.19,4.5416,3.8852,4.768,4.5106,3.886,A
2.1837,4.565,3.9069,4.8753,4.4975,3.8508,A
2.1617,4.5891,3.9301,4.9258,4.5104,3.8841,A
2.1505,4.6388,3.9116,4.923,4.5498,3.8528,A
2.1936,4.673,3.9171,4.9209,4.5565,3.748,A
2.2741,4.6929,3.9445,4.9462,4.5722,3.6742,A
2.3243,4.7058,3.9605,4.9719,4.5715,3.6567,A
2.2797,4.7566,4.0151,4.9817,4.5938,3.7132,A
2.2657,4.7342,4.0086,5.0275,4.5965,3.7341,A
2.1778,4.6955,4.0198,5.0273,4.5921,3.7423,A
2.1606,4.6589,3.9512,5.0093,4.5687,3.7216,A
2.1847,4.5796,4.0023,4.9976,4.5595,3.6774,A
2.1906,4.5842,4.0355,5.0008,4.5466,3.6271,A
2.1602,4.5852,4.0591,5.0476,4.5635,3.5495,A
2.1065,4.6215,4.0918,5.0635,4.5557,3.5394,A
2.1055,4.6503,4.0525,5.0567,4.5305,3.532,A
2.0963,4.6823,4.0655,5.0439,4.5793,3.4951,A
2.0924,4.6996,4.0749,5.0351,4.6341,3.5177,A
2.0339,4.7255,4.0897,5.0364,4.6396,3.518,A
2.003,4.7781,4.1245,5.0057,4.7105,3.5259,A
1.9796,4.8088,4.134,4.9836,4.6901,3.5481,A
2.0162,4.8201,4.1262,5.0036,4.6676,3.572,A
2.1029,4.8243,4.1484,5.0094,4.714,3.591,A
2.0846,4.8575,4.1974,4.9806,4.697,3.5415,A
2.1134,4.8852,4.2604,4.9796,4.7,3.5367,A
2.1267,4.9544,4.2965,5.0026,4.7019,3.523,A
2.1379,4.9971,4.402,5.0086,4.71,3.5043,A
2.1202,4.9876,4.4216,4.989,4.7287,3.5273,A
2.0962,5.0597,4.514,4.9399,4.682,3.5702,A
2.1046,5.1168,4.5241,4.8774,4.7002,3.5617,A
2.0824,5.1542,4.5975,4.8521,4.7633,3.5503,A
2.0479,5.1615,4.6278,4.8117,4.7968,3.5232,A
2.0548,5.1969,4.642,4.7705,4.7835,3.5046,A
2.0756,5.2265,4.6867,4.6858,4.7872,3.4941,A
2.0667,5.2605,4.7026,4.6185,4.7781,3.4146,A
2.0936,5.2741,4.7271,4.5998,4.7517,3.4181,A
2.0857,5.2719,4.7258,4.5856,4.7532,3.4191,A
2.0561,5.299,4.7174,4.5778,4.7416,3.4166,A
2.0228,5.3827,4.7147,4.628,4.7694,3.4564,A
2.0191,5.422,4.7003,4.6232,4.8262,3.4667,A
2.039,5.44,4.6938,4.5532,4.8279,3.5675,A
2.0452,5.4446,4.6903,4.618,4.8403,3.6749,A
2.0384,5.4789,4.7156,4.6777,4.8724,3.7128,A
2.0121,5.4882,4.72,4.677,4.8529,3.7268,A
2.0217,5.493,4.7424,4.6856,4.8327,3.7296,A
1.9945,5.5043,4.7762,4.6429,4.8129,3.8725,A
1.9781,5.5026,4.7757,4.6022,4.7824,3.9453,A
1.9807,5.4951,4.7795,4.6038,4.7966,4.0782,A
1.9748,5.4866,4.7767,4.6532,4.7867,4.1305,A
1.9996,5.4993,4.7793,4.6778,4.7506,4.1359,A
2.0481,5.4888,4.8077,4.6982,4.7588,4.1561,A
2.0772,5.4607,4.794,4.7049,4.7284,4.1805,A
2.108,5.4285,4.7908,4.6987,4.7131,4.1688,A
2.0489,5.4192,4.7987,4.6399,4.696,4.236,A
1.9816,5.4175,4.7666,4.6191,4.673,4.209,A
